gene_id	transcript_id	scaffold	start	end	strand	product	pfam_ids	merops_ids	busco_ids	matched_families	matched_keywords	matched_pfam	evidence_strength	default_confidence	contamination_flag	notes
FUS_011521	FUS_011521-T1	scaffold_34	426465	428042	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_011523	FUS_011523-T1	scaffold_34	432357	434510	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_011546	FUS_011546-T1	scaffold_34	484840	485899	+	hypothetical protein	PF00106|PF01370|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_011561	FUS_011561-T1	scaffold_35	35853	37885	+	hypothetical protein	PF01565|PF08031			alcohol_oxidase		PF01565	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_011582	FUS_011582-T1	scaffold_35	98169	100008	-	hypothetical protein	PF07992|PF00743			FAD_monooxygenase|phenol_monooxygenase		PF00743	pfam_only	Medium	no	FAD_monooxygenase: Includes salicylate-1-monooxygenase | phenol_monooxygenase: Annotated in F. solani (San Martin-Davison 2024)
FUS_011603	FUS_011603-T1	scaffold_35	168255	169326	-	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_011607	FUS_011607-T1	scaffold_35	178364	179412	-	L-xylulose reductase	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_011641	FUS_011641-T1	scaffold_35	282275	282917	-	hypothetical protein	PF00005			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_011642	FUS_011642-T1	scaffold_35	283078	287446	-	hypothetical protein	PF00664|PF00005|PF24357			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_011643	FUS_011643-T1	scaffold_35	287975	289706	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_011653	FUS_011653-T1	scaffold_35	324489	325090	-	hypothetical protein	PF00255			glutathione_peroxidase		PF00255	pfam_only	Low	no	
FUS_011659	FUS_011659-T1	scaffold_35	341922	343683	-	hypothetical protein	PF06609|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_011689	FUS_011689-T1	scaffold_35	417946	422060	+	hypothetical protein	PF00664|PF00005			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_011724	FUS_011724-T1	scaffold_36	25687	27548	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_011737	FUS_011737-T1	scaffold_36	59041	60730	+	hypothetical protein	PF00106			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_011747	FUS_011747-T1	scaffold_36	87028	89069	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_011756	FUS_011756-T1	scaffold_36	109505	111136	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_011762	FUS_011762-T1	scaffold_36	123753	125458	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_011771	FUS_011771-T1	scaffold_36	143142	144163	+	hypothetical protein	PF12146|PF00561|PF12697			epoxide_hydrolase		PF00561	pfam_only	Medium	no	epoxide_hydrolase: Downstream of CYP-mediated hydroxylation. ' eh ' keyword removed — too short, risk of false matches.
FUS_011775	FUS_011775-T1	scaffold_36	151162	152724	-	hypothetical protein	PF00171			aldehyde_dehydrogenase		PF00171	pfam_only	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_011788	FUS_011788-T1	scaffold_36	186944	188286	+	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_011792	FUS_011792-T1	scaffold_36	194977	196952	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_011808	FUS_011808-T1	scaffold_36	235268	236894	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_011817	FUS_011817-T1	scaffold_36	259058	260661	-	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_011819	FUS_011819-T1	scaffold_36	263773	265469	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_011820	FUS_011820-T1	scaffold_36	265810	266827	-	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_011821	FUS_011821-T1	scaffold_36	267589	269006	+	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_011825	FUS_011825-T1	scaffold_36	274641	277456	-	hypothetical protein	PF00664|PF00005			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_011826	FUS_011826-T1	scaffold_36	279454	284147	+	hypothetical protein	PF14510|PF00005|PF01061|PF06422			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_011830	FUS_011830-T1	scaffold_36	290700	291611	-	hypothetical protein	PF00106|PF01370|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_011834	FUS_011834-T1	scaffold_36	302078	303190	+	hypothetical protein	PF00561			epoxide_hydrolase		PF00561	pfam_only	Medium	no	epoxide_hydrolase: Downstream of CYP-mediated hydroxylation. ' eh ' keyword removed — too short, risk of false matches.
FUS_011835	FUS_011835-T1	scaffold_36	303642	304857	-	hypothetical protein	PF00106			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_011841	FUS_011841-T1	scaffold_36	311434	313130	-	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_011849	FUS_011849-T1	scaffold_36	333310	335324	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_011855	FUS_011855-T1	scaffold_36	350914	352632	+	hypothetical protein	PF01565			alcohol_oxidase		PF01565	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_011863	FUS_011863-T1	scaffold_36	372821	374528	-	MFS transporter fsa7	PF07690			MFS_transporter	mfs transporter	PF07690	keyword_plus_pfam	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_011878	FUS_011878-T1	scaffold_36	420547	422251	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_011882	FUS_011882-T1	scaffold_36	430870	431992	+	hypothetical protein	PF00106|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_011898	FUS_011898-T1	scaffold_37	2728	3792	-	hypothetical protein	PF13602|PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_011905	FUS_011905-T1	scaffold_37	21141	22855	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_011910	FUS_011910-T1	scaffold_37	34418	35302	+	hypothetical protein	PF00106|PF01370|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_011911	FUS_011911-T1	scaffold_37	35982	37554	+	hypothetical protein	PF00171			aldehyde_dehydrogenase		PF00171	pfam_only	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_011912	FUS_011912-T1	scaffold_37	38286	40065	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_011915	FUS_011915-T1	scaffold_37	45598	46602	-	hypothetical protein	PF00106|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_011921	FUS_011921-T1	scaffold_37	58128	59699	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_011924	FUS_011924-T1	scaffold_37	65856	67633	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_011933	FUS_011933-T1	scaffold_37	93635	94840	-	hypothetical protein	PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_011938	FUS_011938-T1	scaffold_37	100263	101421	-	hypothetical protein	PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_011940	FUS_011940-T1	scaffold_37	104603	105703	-	hypothetical protein	PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_011941	FUS_011941-T1	scaffold_37	106325	108046	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_011947	FUS_011947-T1	scaffold_37	119235	121158	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_011948	FUS_011948-T1	scaffold_37	125325	127216	+	hypothetical protein	PF00394|PF07731|PF07732			laccase_MCO		PF00394|PF07731|PF07732	pfam_only	Medium	no	laccase_MCO: Upgrade to High if secretion signal present
FUS_011949	FUS_011949-T1	scaffold_37	127743	128940	-	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_011951	FUS_011951-T1	scaffold_37	133322	134860	-	hypothetical protein	PF00171			aldehyde_dehydrogenase		PF00171	pfam_only	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_011952	FUS_011952-T1	scaffold_37	135265	136329	+	hypothetical protein	PF13602|PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_011953	FUS_011953-T1	scaffold_37	137197	138471	+	hypothetical protein	PF00106|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_011962	FUS_011962-T1	scaffold_37	161240	162253	+	hypothetical protein	PF00561|PF12697	MER0017177		epoxide_hydrolase		PF00561	pfam_only	Medium	no	epoxide_hydrolase: Downstream of CYP-mediated hydroxylation. ' eh ' keyword removed — too short, risk of false matches.
FUS_011967	FUS_011967-T1	scaffold_37	175475	179300	-	hypothetical protein	PF01565|PF02913			alcohol_oxidase		PF01565	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_011968	FUS_011968-T1	scaffold_37	180896	182456	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_011972	FUS_011972-T1	scaffold_37	185425	186776	-	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_011984	FUS_011984-T1	scaffold_37	208590	212243	+	hypothetical protein	PF00664|PF00005			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_011989	FUS_011989-T1	scaffold_37	222735	224458	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_011992	FUS_011992-T1	scaffold_37	229962	231528	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_011993	FUS_011993-T1	scaffold_37	232778	234325	+	hypothetical protein	PF00171			aldehyde_dehydrogenase		PF00171	pfam_only	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_011998	FUS_011998-T1	scaffold_37	244904	246852	-	hypothetical protein	PF00732|PF05199			alcohol_oxidase		PF00732	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_012012	FUS_012012-T1	scaffold_37	292724	294089	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012020	FUS_012020-T1	scaffold_37	318656	320418	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012023	FUS_012023-T1	scaffold_37	325735	326658	-	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_012028	FUS_012028-T1	scaffold_37	336487	338170	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012031	FUS_012031-T1	scaffold_37	345072	346448	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012035	FUS_012035-T1	scaffold_37	355970	356793	+	hypothetical protein	PF01036			manganese_peroxidase|lignin_peroxidase		PF01036	pfam_only	Medium	no	manganese_peroxidase: Upgrade if secretion signal present
FUS_012052	FUS_012052-T1	scaffold_37	398300	400147	+	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_012055	FUS_012055-T1	scaffold_37	404769	406636	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012061	FUS_012061-T1	scaffold_37	433780	434784	-	hypothetical protein	PF00561			epoxide_hydrolase		PF00561	pfam_only	Medium	no	epoxide_hydrolase: Downstream of CYP-mediated hydroxylation. ' eh ' keyword removed — too short, risk of false matches.
FUS_012077	FUS_012077-T1	scaffold_38	11283	12065	+	hypothetical protein	PF13409|PF00043|PF02798|PF14497|PF13417			GST		PF00043|PF02798	pfam_only	Medium	no	GST: Core conjugation/detoxification family
FUS_012085	FUS_012085-T1	scaffold_38	33765	34694	-	hypothetical protein	PF00106|PF01370|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_012087	FUS_012087-T1	scaffold_38	37778	38683	-	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_012088	FUS_012088-T1	scaffold_38	39371	39913	+	hypothetical protein	PF00106|PF08659			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_012091	FUS_012091-T1	scaffold_38	42445	43619	-	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_012128	FUS_012128-T1	scaffold_38	165952	167748	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012139	FUS_012139-T1	scaffold_38	189429	190938	+	hypothetical protein	PF01565			alcohol_oxidase		PF01565	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_012141	FUS_012141-T1	scaffold_38	192469	193395	-	hypothetical protein	PF00106|PF01370|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_012149	FUS_012149-T1	scaffold_38	215146	216049	+	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_012152	FUS_012152-T1	scaffold_38	221038	222956	-	hypothetical protein	PF00394|PF07731|PF07732			laccase_MCO		PF00394|PF07731|PF07732	pfam_only	Medium	no	laccase_MCO: Upgrade to High if secretion signal present
FUS_012198	FUS_012198-T1	scaffold_38	336953	338685	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012204	FUS_012204-T1	scaffold_38	364867	366041	-	peptidyl-prolyl cis-trans isomerase cpr6	PF00160			CYP_reductase	cpr		keyword_only	Medium	no	CYP_reductase: Supporting evidence — redox partner for CYPs (Vergara-Fernandez 2019)
FUS_012216	FUS_012216-T1	scaffold_38	409735	410686	-	hypothetical protein	PF00106|PF01370|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_012217	FUS_012217-T1	scaffold_38	411356	412273	+	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_012219	FUS_012219-T1	scaffold_38	417311	418451	-	hypothetical protein	PF00106|PF01370|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_012220	FUS_012220-T1	scaffold_38	418839	419895	+	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_012223	FUS_012223-T1	scaffold_38	423830	425597	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012230	FUS_012230-T1	scaffold_39	1571	3614	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012240	FUS_012240-T1	scaffold_39	21128	22919	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012252	FUS_012252-T1	scaffold_39	76608	78543	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012260	FUS_012260-T1	scaffold_39	92843	93870	-	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_012261	FUS_012261-T1	scaffold_39	94617	96206	+	hypothetical protein	PF00171			aldehyde_dehydrogenase		PF00171	pfam_only	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_012282	FUS_012282-T1	scaffold_39	151544	152984	-	hypothetical protein	PF12832|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012292	FUS_012292-T1	scaffold_39	175579	177490	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012322	FUS_012322-T1	scaffold_39	272840	274405	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012331	FUS_012331-T1	scaffold_39	300711	301664	+	hypothetical protein	PF00106|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_012338	FUS_012338-T1	scaffold_39	326237	330567	+	hypothetical protein	PF00664|PF00005			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_012395	FUS_012395-T1	scaffold_40	110462	112557	-	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012440	FUS_012440-T1	scaffold_40	253502	255295	+	hypothetical protein	PF00083|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012496	FUS_012496-T1	scaffold_41	32441	34543	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012529	FUS_012529-T1	scaffold_41	135838	137335	-	hypothetical protein	PF01565|PF08031			alcohol_oxidase		PF01565	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_012561	FUS_012561-T1	scaffold_41	235131	236233	-	Thioredoxin reductase	PF07992|PF00070|PF13738		EOG0926386D	thioredoxin_glutaredoxin	thioredoxin		keyword_only	Low	no	
FUS_012578	FUS_012578-T1	scaffold_41	298098	299839	+	hypothetical protein	PF00171			aldehyde_dehydrogenase		PF00171	pfam_only	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_012586	FUS_012586-T1	scaffold_41	322319	323509	+	L-arabinitol 4-dehydrogenase	PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_012602	FUS_012602-T1	scaffold_42	647	2319	-	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_012610	FUS_012610-T1	scaffold_42	22898	23947	-	hypothetical protein	PF13602|PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_012611	FUS_012611-T1	scaffold_42	24717	32510	-	hypothetical protein	PF08241|PF08242|PF22336|PF21089|PF08659|PF00106|PF00107|PF22621|PF08240|PF16197|PF00698|PF23114|PF13489|PF02801|PF14765|PF13602|PF00109|PF00550			formaldehyde_dehydrogenase|SDR		PF00107|PF00106	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase | SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_012618	FUS_012618-T1	scaffold_42	53000	54461	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012625	FUS_012625-T1	scaffold_42	68414	70028	-	Aldehyde dehydrogenase	PF00171			aldehyde_dehydrogenase	aldehyde dehydrogenase	PF00171	keyword_plus_pfam	Low	no	aldehyde_dehydrogenase: Large family — keyword match alone insufficient; require Pfam support for meaningful hits
FUS_012637	FUS_012637-T1	scaffold_42	102238	103315	+	hypothetical protein	PF13602|PF00107|PF08240			formaldehyde_dehydrogenase		PF00107	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase
FUS_012641	FUS_012641-T1	scaffold_42	110900	112651	-	Sphingolipid C9-methyltransferase 1	PF02353|PF13489|PF08241|PF13649			lignin_peroxidase	lip		keyword_only	Medium	no	
FUS_012647	FUS_012647-T1	scaffold_42	132053	133766	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012652	FUS_012652-T1	scaffold_42	144430	146247	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012655	FUS_012655-T1	scaffold_42	155752	157723	-	hypothetical protein	PF01565|PF08031			alcohol_oxidase		PF01565	pfam_only	Medium	no	alcohol_oxidase: Vergara-Fernandez 2019
FUS_012663	FUS_012663-T1	scaffold_42	186767	188127	+	hypothetical protein	PF00743			FAD_monooxygenase|phenol_monooxygenase		PF00743	pfam_only	Medium	no	FAD_monooxygenase: Includes salicylate-1-monooxygenase | phenol_monooxygenase: Annotated in F. solani (San Martin-Davison 2024)
FUS_012664	FUS_012664-T1	scaffold_42	189222	191172	+	hypothetical protein	PF06609|PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012667	FUS_012667-T1	scaffold_42	199670	201240	-	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012668	FUS_012668-T1	scaffold_42	201685	203025	+	hypothetical protein	PF16347|PF00884|PF14707			aryl_sulfatase		PF00884	pfam_only	Medium	no	aryl_sulfatase: Han et al. 2026 — 6-hydroxybenzo[a]pyrene sulfate metabolite
FUS_012690	FUS_012690-T1	scaffold_42	316012	324590	-	hypothetical protein	PF08241|PF08659|PF13602|PF08242|PF13847|PF14765|PF22336|PF13649|PF21089|PF22621|PF00698|PF23297|PF00109|PF00106|PF00107|PF08240|PF01209|PF13489|PF02801			formaldehyde_dehydrogenase|SDR		PF00107|PF00106	pfam_only	Medium	no	formaldehyde_dehydrogenase: Vergara-Fernandez 2019 — downstream of methanol oxidase | SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
FUS_012702	FUS_012702-T1	scaffold_43	32447	33118	+	hypothetical protein	PF02798|PF13417|PF00043|PF13409			GST		PF02798|PF00043	pfam_only	Medium	no	GST: Core conjugation/detoxification family
FUS_012709	FUS_012709-T1	scaffold_43	47200	49031	-	hypothetical protein	PF00067			CYP_general		PF00067	pfam_only	Medium	no	CYP_general: All CYPs share PF00067. Subfamily assignment requires FCPD. monooxygenase keyword kept intentionally — clean up at manual review stage.
FUS_012711	FUS_012711-T1	scaffold_43	51534	53370	+	hypothetical protein	PF07690			MFS_transporter		PF07690	pfam_only	Low	no	MFS_transporter: Report separately from catalytic enzymes
FUS_012716	FUS_012716-T1	scaffold_43	63685	68634	+	hypothetical protein	PF14510|PF00005|PF01061|PF06422			ABC_transporter		PF00005	pfam_only	Low	no	ABC_transporter: Broad family — relevant for PAH efflux/tolerance. Report separately.
FUS_012721	FUS_012721-T1	scaffold_43	85987	86951	-	hypothetical protein	PF00106|PF01370|PF08659|PF13561			SDR		PF00106	pfam_only	Low	no	SDR: Very large superfamily — Pfam support required; keyword alone not meaningful
